Country Name,Country Code,Time,Time Code,"GDP, PPP (current international $) [NY.GDP.MKTP.PP.CD]","Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]",CO2 emissions (kt) [EN.ATM.CO2E.KT],GDP per unit of energy use (PPP $ per kg of oil equivalent) [EG.GDP.PUSE.KO.PP],"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP) [EG.USE.COMM.GD.PP.KD]",Renewable energy consumption (% of total final energy consumption) [EG.FEC.RNEW.ZS],Energy intensity level of primary energy (MJ/$2011 PPP GDP) [EG.EGY.PRIM.PP.KD],Gross fixed capital formation (current US$) [NE.GDI.FTOT.CD]
Australia,AUS,2004,YR2004,629984591318.752,5.394700050354,342699.485,5.59116765001516,133.977044832151,6.68042572078818,6.14971870884186,163687580025.608
Australia,AUS,2005,YR2005,664362022420.762,5.03249979019165,350172.831,5.85452173248199,130.743213076997,6.71197454696042,6.00113733695952,187919861674.936
Australia,AUS,2006,YR2006,709741846655.075,4.78229999542236,365346.877,6.00603510141621,132.448819983628,6.85326682346818,6.06830979245856,207978436657.682
Australia,AUS,2007,YR2007,761175325039.229,4.3769998550415,372090.49,6.22772862382903,131.919156527976,6.95158629028628,6.04909018664491,234256889377.404
Australia,AUS,2008,YR2008,795980320105.904,4.23420000076294,385904.079,6.28020228768103,131.971174726052,6.78956927368411,6.04862865419976,297934646374.217
Australia,AUS,2009,YR2009,874217977125.874,5.56069993972778,394792.887,6.87447346230127,129.897012608443,7.11282715112279,5.96041909961583,256354734207.039
Australia,AUS,2010,YR2010,865883084146.728,5.21129989624023,390861.863,6.78419048983429,127.729955320076,8.10902729265093,5.86381345357689,310545230335.594
Australia,AUS,2011,YR2011,937507114248.881,5.08109998703003,391818.95,7.30437988134957,125.359311439742,8.25618114983427,5.75966043446639,363910085773.44
Australia,AUS,2012,YR2012,973601321979.203,5.22359991073608,388126.281,7.68153977785771,119.126064054498,8.247109347095,5.48834789173743,424103938956.486
Australia,AUS,2013,YR2013,1061628486313.88,5.66200017929077,372317.844,8.39406780763529,115.875248322224,9.08848190986827,5.34612456482868,439105365753.565
Australia,AUS,2014,YR2014,1100545339758.17,6.07679986953735,361316.844,8.787819682664,111.905964901241,9.27819845713441,5.15097928338264,394523088221.794
Australia,AUS,2015,YR2015,1102112573342.41,6.05420017242432,365332.209,8.43867615122724,114.197987911703,9.18050295980786,5.03115546358054,354204176720.193
Canada,CAN,1990,YR1990,557998251114.793,8.13109970092773,435181.225,2.64096254467172,238.170451908059,22.0207536925352,10.1697222663224,129376071306.136
Canada,CAN,1991,YR1991,564839773596.55,10.3161001205444,426780.128,2.67993086016895,242.64679072595,22.1978405183297,10.3650517259704,124120624945.448
Canada,CAN,1992,YR1992,583047449520.098,11.1969995498657,440978.752,2.70343128678322,246.075939572572,21.9299846278403,10.5133342521817,115223794159.014
Canada,CAN,1993,YR1993,612810784563.852,11.3768997192383,445580.837,2.7493090253523,247.729967658407,21.803058880385,10.5845803597509,108031935508.875
Canada,CAN,1994,YR1994,654119883079.697,10.3951997756958,456849.528,2.83456655943336,245.444386233412,21.6926930236164,10.4870254806118,112475834797.891
Canada,CAN,1995,YR1995,685776093844.359,9.48890018463135,467637.842,2.93280443040639,242.179110767765,21.9235763153267,10.3491504945852,111177499271.349
Canada,CAN,1996,YR1996,709578304873.687,9.61970043182373,479419.913,2.97561332689171,243.044401691703,21.5792375247257,10.3869578020974,118596993032.637
Canada,CAN,1997,YR1997,752652268656.642,9.10050010681152,495294.356,3.12395097690275,235.47823069994,21.3111503833538,10.0636252806348,132963310703.452
Canada,CAN,1998,YR1998,790681999551.216,8.27849960327148,506533.711,3.29883399626671,227.889062523746,21.5240367061502,9.63754430024114,130318166498.146
Canada,CAN,1999,YR1999,843508200300.636,7.58309984207153,515389.516,3.42223307873277,225.398881020547,21.7050808564312,9.42412164954269,136973817055.933
Canada,CAN,2000,YR2000,898040231584.555,6.82870006561279,534380.909,3.54088870213224,221.058148115807,21.5104010616548,9.21935210065703,145970641707.629
Canada,CAN,2001,YR2001,933973558960.047,7.21859979629517,527926.989,3.7371614923536,214.809803401668,21.0086786853792,8.9266052691485,148917871900.826
Canada,CAN,2002,YR2002,967558830682.98,7.66480016708374,519335.208,3.85960305805014,208.344756515491,21.7698369544841,8.69258403587517,151939081118.97
Canada,CAN,2003,YR2003,1019552505465.45,7.5738000869751,553100.944,3.86261878850696,211.315732411542,21.1830787334257,8.99051210574121,179219184926.129
Canada,CAN,2004,YR2004,1079456273708.76,7.18529987335205,553357.634,3.99686544824323,208.072855616968,21.5813966421193,8.92365320648206,214317448116.833
Canada,CAN,2005,YR2005,1167581267653.45,6.7581000328064,561425.034,4.29956507799747,199.260086296478,22.2485278490404,8.69429228041314,256176761841.888
Canada,CAN,2006,YR2006,1237541912599.53,6.32030010223389,571993.328,4.61107428292494,189.055925107828,22.0887486127211,8.37303659542832,301916431593.794
Canada,CAN,2007,YR2007,1297515434223.86,6.03609991073608,571846.648,4.80329336908948,178.055649929707,22.1261917404499,8.25717246043358,342807932222.326
Canada,CAN,2008,YR2008,1339060588630.82,6.13710021972656,561791.734,4.91477435970846,177.797165713355,22.5253140418622,8.24577829554712,364471415182.755
Canada,CAN,2009,YR2009,1304630651597.41,8.3439998626709,532191.71,4.97554546576603,176.27181688521,22.7012573605801,8.1768212385016,306637214591.899
Canada,CAN,2010,YR2010,1360848637580.21,8.05550003051758,527263.262,5.13820287235666,172.711066833821,22.080989379394,8.01211149466309,379430325447.454
Canada,CAN,2011,YR2011,1427466965184.4,7.51109981536865,522774.854,5.25427071922064,171.758844957742,21.9654186137916,7.96837510614799,421503853718.619
Canada,CAN,2012,YR2012,1468097961846.59,7.29180002212524,517721.728,5.46860393554226,166.785185105372,22.6102584732396,7.73890689948821,447922574398.662
Canada,CAN,2013,YR2013,1554125000000,7.07359981536865,519188.528,5.720576917288,164.939917671218,22.3796797547872,7.66160054426058,446788242891.542
Canada,CAN,2014,YR2014,1621395561291.92,6.9141001701355,540614.809,5.79318650333884,165.181814985,22.024651539556,7.64719111276872,439869654916.637
Canada,CAN,2015,YR2015,1594900336857.89,6.9064998626709,549430.277,5.85368120002977,159.750370023688,22.0253592107108,7.34149141792461,371145947174.601
Chile,CHL,1990,YR1990,59884080750.2647,5.63000011444092,33314.695,4.27457800521614,110.803379204489,34.0268705730956,4.82833986565954,7940558843.48088
Chile,CHL,1991,YR1991,66835784570.8888,5.23000001907349,31323.514,4.66565868197362,105.098010616131,37.2727789318802,4.57270014154948,7930522635.30153
Chile,CHL,1992,YR1992,77143487636.6557,4.34999990463257,32474.952,4.97993222180055,102.234976843391,38.6176618665178,4.4041091613469,10939416369.9046
Chile,CHL,1993,YR1993,85334371292.8608,4.48999977111816,34627.481,5.37503930719657,98.3002239390087,35.7703977729854,4.21887319379018,13095146707.3261
Chile,CHL,1994,YR1994,93055582546.1125,5.86999988555908,38103.797,5.45162446882731,100.626988271701,34.8176839197185,4.29103718682437,14201758269.3132
Chile,CHL,1995,YR1995,105725665706.807,4.69999980926514,41745.128,5.76420474058118,99.2609347919973,34.1675251282244,4.16795870011839,18912970253.5474
Chile,CHL,1996,YR1996,116867751857.427,7.41400003433228,48499.742,5.75249359212095,102.942038544466,32.2306622953979,4.29795722839204,21028396612.4142
Chile,CHL,1997,YR1997,127713470712.518,7.13600015640259,56394.793,5.61402052037834,107.300040196447,29.9535581039468,4.51446529606594,23502070940.1159
Chile,CHL,1998,YR1998,134736168100.906,7.30700016021729,57641.573,5.71987643547682,106.499624137901,29.7452065833357,4.52826180506339,21624786047.4918
Chile,CHL,1999,YR1999,136118237193.432,11.1579999923706,61502.924,5.43866211628037,113.623503540932,29.0542007097036,4.848140596377,16057364763.1589
Chile,CHL,2000,YR2000,146574189998.849,10.4910001754761,58815.013,5.82388814571855,108.479820012428,31.3615099880457,4.66548330681963,16372317540.4549
Chile,CHL,2001,YR2001,154736781302.979,10.3900003433228,53340.182,6.26530829804502,103.048685930974,32.146033965615,4.42996648160472,15355704985.6679
Chile,CHL,2002,YR2002,162067996677.066,10.1680002212524,55162.681,6.33881581685574,103.464758819349,33.0692742260041,4.48877881372488,14885847135.7448
Chile,CHL,2003,YR2003,171831209720.424,9.76500034332275,55602.721,6.65152769493938,100.431646567168,31.6138715474398,4.36281734995844,16039553355.5106
Chile,CHL,2004,YR2004,189179006543.619,10.1619997024536,59775.767,6.8763685307844,99.7631845770473,31.4340922880606,4.38153226502533,20108924885.8957
Chile,CHL,2005,YR2005,206274402670.143,9.34000015258789,61818.286,7.27242685685993,97.2683508248334,32.2621658393698,4.279382090683,27240002171.6159
Chile,CHL,2006,YR2006,257648250741.941,9.02400016784668,64814.225,8.72688826356948,95.2291538380014,32.9071433214207,4.26640114605916,30736377343.2653
Chile,CHL,2007,YR2007,280051852457.153,8.42700004577637,71638.512,9.1453646323757,94.1547067401838,30.4631065443073,4.20801560268492,35978250588.8442
Chile,CHL,2008,YR2008,275716447509.986,9.28499984741211,71851.198,9.09086359766779,90.0736784628267,30.8274609615896,4.03486353611815,45887760911.1493
Chile,CHL,2009,YR2009,272874099668.727,11.3129997253418,66805.406,9.24288848775945,89.0721771068497,31.5254578448702,3.96872105175359,38720758512.7765
Chile,CHL,2010,YR2010,309886433252.476,8.42430019378662,72250.901,10.0457141581163,87.9310461970756,27.0427409374808,3.92122815075776,47105367636.4412
Chile,CHL,2011,YR2011,350575241993.673,7.3439998626709,79243.87,10.4308126302935,90.2866453133922,28.7900875640179,4.03659433983758,58319902941.1734
Chile,CHL,2012,YR2012,374241571983.029,6.65939998626709,80974.694,10.058323787893,94.9033717335849,30.3027342301006,4.23742939539713,66448645672.0057
Chile,CHL,2013,YR2013,394291936706.68,6.21400022506714,83226.232,10.1898747867152,94.859982775883,30.1772384553337,4.23827868872777,69051354289.6946
Chile,CHL,2014,YR2014,404667282590.117,6.6648998260498,79100.857,11.2087490872279,86.9699213035043,26.7170993337307,3.76875108343125,62145703883.9964
Chile,CHL,2015,YR2015,407688861063.135,6.50759983062744,83244.567,11.3126065216485,84.8599301499905,24.8825542739544,3.77685121790114,57992485218.0253
China,CHN,1990,YR1990,1115133158252.3,2.5,2442918.73,1.2807588528546,538.732975776571,34.083614045282,21.1794428300169,86565315650.0956
China,CHN,1991,YR1991,1259990455655.89,2.29999995231628,2564699.8,1.48591785180075,480.053929396062,33.2584735412724,18.877110712943,98541506540.0697
China,CHN,1992,YR1992,1471908821237.84,2.29999995231628,2686532.208,1.67874763074813,434.595775705943,32.9312779040239,17.0805466608847,129557475954.474
China,CHN,1993,YR1993,1715736670547.89,2.59999990463257,2878694.009,1.84733646251455,404.291453727032,31.6777918019623,15.8797456205743,164960763451.062
China,CHN,1994,YR1994,1981096801679.68,2.79999995231628,3058241.33,2.03663272522062,374.545039083,31.2494841669185,14.7079958674348,194356894958.636
China,CHN,1995,YR1995,2244100189369.77,2.90000009536743,3320285.15,2.14867798040312,362.458006131134,29.4721113943924,14.2276292342512,237559906631.779
China,CHN,1996,YR1996,2512072566150.02,3,3463089.131,2.34016954320843,338.892414235313,30.5371754582264,13.3030465045035,273306777289.457
China,CHN,1997,YR1997,2791272723017.01,3.09999990463257,3469510.048,2.6030084209838,309.926488868107,30.1834816771978,12.1664364132538,298126998628.435
China,CHN,1998,YR1998,3043920539104.22,3.09999990463257,3324344.519,2.81926231563145,289.37403008185,29.7399014806871,11.3579595075545,338376069859.043
China,CHN,1999,YR1999,3324630678666.54,3.09999990463257,3318055.614,3.02085793535116,273.961957707692,30.506048980242,10.7579613765602,355955268045.372
China,CHN,2000,YR2000,3687574239861.69,3.09999990463257,3405179.867,3.24867260620102,260.445125175616,29.7307148369434,10.2330505139265,394625528182.982
China,CHN,2001,YR2001,4082744489730.68,3.59999990463257,3487566.356,3.4561195292002,250.182185189926,28.4558153762583,9.83358330647969,448075100021.747
China,CHN,2002,YR2002,4526001287014.73,4,3850269.326,3.58935358583941,244.706011756733,27.0982015214674,9.62184205654561,515550807259.877
China,CHN,2003,YR2003,5072700102298.91,4.30000019073486,4540417.061,3.52029432342757,254.140097884085,23.9465795861498,9.9942099834131,635187745454.875
China,CHN,2004,YR2004,5735988672390.37,4.19999980926514,5233538.733,3.48990319206656,263.25479928581,20.2494792551361,10.3559973757278,772942095755.606
China,CHN,2005,YR2005,6588682974548.93,4.19999980926514,5896957.705,3.62616604400202,261.254388216411,18.2038186462091,10.2813087845064,901260696664.755
China,CHN,2006,YR2006,7651477145393.93,4.09999990463257,6529291.518,3.85188711802741,253.387642333332,17.0946100836398,9.97448941321124,1065776462495.3
China,CHN,2007,YR2007,8975179758454.35,4,6697654.489,4.17765401807674,239.904794886589,15.3493711431443,9.44675565223316,1345312497497.21
China,CHN,2008,YR2008,10033103023651.9,4.19999980926514,7553070.247,4.52753105564678,225.671362871944,14.6019965741267,8.88879012128668,1794590451874.45
China,CHN,2009,YR2009,11059872991679.5,4.30000019073486,7557789.676,4.67142759185098,220.387295604678,13.9119622748916,8.69387284061915,2235136265036.45
China,CHN,2010,YR2010,12378799198991.3,4.09999990463257,8776040.416,4.73405221058335,220.00598494557,12.8843103068778,8.67917853685099,2674048770185.96
China,CHN,2011,YR2011,13844365748483.2,4.09999990463257,9733538.12,4.93646573402768,215.39219018289,11.6957969853632,8.50231950127344,3312190765395.03
China,CHN,2012,YR2012,15124539500643.5,4.09999990463257,10028573.939,5.19570381224995,207.277362438911,11.9685670286267,8.19029944077663,3775497434146.03
China,CHN,2013,YR2013,16185062523348.3,4.05000019073486,10258007.128,5.38620069509885,198.542573083442,11.8381669000852,7.85133380344517,4260626714253.2
China,CHN,2014,YR2014,17121277095396.4,4.09999990463257,10291926.878,5.61076762116707,187.68615337053,12.2238230065824,7.10422000054532,4594225317526.13
China,CHN,2015,YR2015,17796747039247.2,..,10145004.856,..,..,12.4133525698911,6.69006970167277,4656286465808.11
Denmark,DNK,1990,YR1990,93618075912.1299,8.33780002593994,50230.566,5.392796943435,86.316027405109,7.04155980088103,4.25125488611471,28225247390.3629
Denmark,DNK,1991,YR1991,98132830013.8667,9.09879970550537,60270.812,5.09771216381832,94.4004633669708,7.07089896619989,4.65370916490965,27254186664.5822
Denmark,DNK,1992,YR1992,102333419108.782,9.02729988098145,54322.938,5.55560454846093,88.593976590665,7.74744546702985,4.36667339043142,28572039893.3086
Denmark,DNK,1993,YR1993,104769177351.97,10.7186002731323,57065.854,5.53888142645585,90.966835719285,7.70149659175602,4.48812908797726,25859993830.8734
Denmark,DNK,1994,YR1994,112712476577.488,8.03619956970215,61000.545,5.75702744799499,89.3887937167865,7.33039932748028,4.40220813346432,28579339684.9354
Denmark,DNK,1995,YR1995,118559888106.865,6.99209976196289,57172.197,6.11222165582719,85.959630511299,7.51217803184753,4.2317852274737,36029812044.8379
Denmark,DNK,1996,YR1996,124728959668.485,6.84380006790161,72181.228,5.68284121962203,94.5239446078743,7.26118110006918,4.65340420971944,36785144946.2811
Denmark,DNK,1997,YR1997,131701997542.07,5.40000009536743,61557.929,6.47583027868758,84.8205527157212,8.10272954731514,4.1757070118131,36121978196.6841
Denmark,DNK,1998,YR1998,136920830413.922,5.03889989852905,59552.08,6.84327033837258,81.6360472229926,8.51784339219747,4.01893489681499,38170393236.6285
Denmark,DNK,1999,YR1999,141846293400.642,5.1414999961853,55148.013,7.39835155103395,75.9873258100261,9.06635346755708,3.74084909229811,37230237665.2046
Denmark,DNK,2000,YR2000,153080721837.008,4.47599983215332,51330.666,8.21548081867664,71.1820803510338,10.7372008187749,3.5042863557831,35306629387.24
Denmark,DNK,2001,YR2001,157815663322.281,4.16419982910156,52918.477,8.21715158178169,72.7698856864131,11.1235999633005,3.58245373751692,35106141562.9355
Denmark,DNK,2002,YR2002,164720383885.92,4.27400016784668,52049.398,8.66746706998571,71.6733042180995,11.8658791497644,3.5284708094884,36868385119.1306
Denmark,DNK,2003,YR2003,165958121874.319,5.3983998298645,55998.757,8.2586091537795,75.4923894459305,12.7203073762941,3.71648284317897,45144564870.8958
Denmark,DNK,2004,YR2004,177856541414.866,5.20410013198853,50600.933,9.14852655834368,71.1367850148572,14.4490697722936,3.50305550599413,51940454006.7767
Denmark,DNK,2005,YR2005,185074466960.377,4.82989978790283,47062.278,9.79179004439013,67.5816512833094,16.1263978314621,3.32472529338116,55996661441.7449
Denmark,DNK,2006,YR2006,202752403003.646,3.8970000743866,55019.668,10.0020523328627,69.7511473491729,15.2671237358586,3.4352987865801,65835016479.4511
Denmark,DNK,2007,YR2007,212808607093.313,3.80100011825562,50318.574,10.7562819652,67.4637609128418,17.7009281704155,3.32543847688778,75107312857.0641
Denmark,DNK,2008,YR2008,226767483101.984,3.68249988555908,47421.644,11.7887087226592,65.9306644677892,18.5492546879512,3.25660990310414,81074961456.2288
Denmark,DNK,2009,YR2009,222968590830.819,6.40939998626709,44488.044,12.1260637201195,66.2744510002697,19.3427639308072,3.27984727988027,64790837732.4703
Denmark,DNK,2010,YR2010,238726825969.431,7.74650001525879,45815.498,12.2569915516578,68.9110871436222,21.3548364626267,3.41858190447705,58325223436.7429
Denmark,DNK,2011,YR2011,247352252302.688,7.76919984817505,40656.029,13.746377738945,62.8249669707701,23.8989672739058,3.12234696616071,62464875568.0483
Denmark,DNK,2012,YR2012,250524614311.535,7.7975001335144,36427.978,14.4922484103065,60.219444119123,27.2819568791468,3.00183453056671,61431050286.6426
Denmark,DNK,2013,YR2013,262368108591.261,7.38390016555786,37253.053,14.950977376049,60.566004007215,27.3428385982791,3.054735339604,65461044461.7807
Denmark,DNK,2014,YR2014,270330620655.251,6.92530012130737,33146.013,16.6754467983192,55.0590385292564,30.2716312824144,2.65096503958139,67646485680.687
Denmark,DNK,2015,YR2015,278823156813.193,6.27790021896362,30817.468,17.4175414941393,53.1246940112688,33.1702771730605,2.60694961697757,60082509484.1741
"Egypt, Arab Rep.",EGY,1990,YR1990,208454757920.465,8.43000030517578,75540.2,6.46353324663801,94.3911299450403,8.50246617963276,3.98089540956278,11732705248.9906
"Egypt, Arab Rep.",EGY,1991,YR1991,217929482562.401,9.38000011444092,77689.062,6.75353267687799,93.3929448651429,9.05203473343903,3.94061207581635,10119408441.3426
"Egypt, Arab Rep.",EGY,1992,YR1992,232865715359.333,8.92000007629395,80376.973,7.03264437879072,91.7302342529179,8.71505834230031,3.87197030647725,9750338518.94201
"Egypt, Arab Rep.",EGY,1993,YR1993,245297947684.168,10.9200000762939,92731.096,7.14410629552676,92.4385025822059,8.83928269097144,3.90186659790351,9823589435.77431
"Egypt, Arab Rep.",EGY,1994,YR1994,260490214095.525,10.9300003051758,85034.063,7.88591107402198,85.531312743039,9.82896842016561,3.61031132076973,11866785290.6287
"Egypt, Arab Rep.",EGY,1995,YR1995,278298978111.044,11.039999961853,95444.676,7.9224069867017,86.9224837211088,9.00303478997945,3.66903321021947,13571571807.7263
"Egypt, Arab Rep.",EGY,1996,YR1996,297532517193.398,9,94183.228,7.98006069690684,87.8745718362867,8.67807588105338,3.70922123545861,16181692216.9811
"Egypt, Arab Rep.",EGY,1997,YR1997,319286474730.665,8.36999988555908,108202.169,8.22240343515471,86.7552436068693,8.34474039980954,3.66201640069371,20200825958.7021
"Egypt, Arab Rep.",EGY,1998,YR1998,340882281535.017,8.02999973297119,122243.112,8.19269591571118,88.0498153238105,8.24850218282009,3.77164630474912,18107615112.1606
"Egypt, Arab Rep.",EGY,1999,YR1999,366736982085.886,7.94999980926514,125393.065,8.62155987164471,84.8779653613641,8.55974210179817,3.63399638445652,18880536714.8334
"Egypt, Arab Rep.",EGY,2000,YR2000,398818686039.141,8.97999954223633,141326.18,9.82608414447226,76.1380845171068,8.10174849736039,3.29080304639663,18919360046.969
"Egypt, Arab Rep.",EGY,2001,YR2001,421974978042.807,9.26000022888184,125451.737,9.25767348774191,82.5854467035604,7.70670477643565,3.56946868761039,17305879150.7893
"Egypt, Arab Rep.",EGY,2002,YR2002,438895222680.217,10.0100002288818,127193.562,9.33435166597164,83.2026136423201,7.25960026578211,3.59683614171353,15653025736.1465
"Egypt, Arab Rep.",EGY,2003,YR2003,461322134075.992,11.0100002288818,147963.45,9.45105668368545,83.7012697647608,7.38698869701703,3.61839296909718,13526744393.9063
"Egypt, Arab Rep.",EGY,2004,YR2004,493127762490.814,10.3199996948242,150911.718,9.34625663108221,86.9184997729777,7.54385832057893,3.75747882802877,12925216487.1407
"Egypt, Arab Rep.",EGY,2005,YR2005,531226710225.026,11.1999998092651,167207.866,8.6411863099166,96.9389157436409,6.49186711431559,4.19067621059497,16064553736.4889
"Egypt, Arab Rep.",EGY,2006,YR2006,584759230081.007,10.4899997711182,178586.567,9.00221057674013,95.8672038373184,6.23397949405479,4.14438007053593,20139710104.5781
"Egypt, Arab Rep.",EGY,2007,YR2007,643027593381.696,8.80000019073486,189092.522,9.24171362333682,95.891284794925,6.09294918253289,4.14541380253581,27213815213.2021
"Egypt, Arab Rep.",EGY,2008,YR2008,702447294125.431,8.51679992675781,198586.385,9.71877771140976,92.9579390948061,5.96992785933611,4.01876297704385,36279036363.6364
